"id","gender","a0p","a1p","a2p","a3p","a4p","a5p","a6p","a7p","a8p","a9p","a10p","a100p","q1p","q2p","q3p","q4p","q5p","q6p","q7p","q8p","q9p","q10p","q11p","q12p","q13p","q14p","q15p","q16p","q17p","q18p","a0t","a1t","a2t","a3t","a4t","a5t","a6t","a7t","a8t","a9t","a10t","a100t","q1p","q2p","q3p","q4p","q5p","q6p","q7p","q8p","q9p","q10p","q11p","q12p","q13p","q14p","q15p","q16p","q17p","q18p","q1t1","q1t2","q1t3","q2t","q3t","q4t1","q4t2","q5t","q6t1","q6t2","q7t","q8t","q9t","q10t","q11t1","q11t2","q12t","q13t","q14t1","q14t2","q15t1","q15t2","q16t1","q16t2","q17t1","q17t2","q18t1","q18t2"
"972","m",NULL,NULL,NULL,"0","0",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4","4",NULL,NULL,NULL,NULL,NULL,"4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1021","f","0","1","0","1","0","1","1","1","1","0","1","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2","2","0","2","2","2","2","2","2","4","2","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1022","f","0","1","1","1","1","1","1","0","1","0","0","1","0","1","0",NULL,"1","0","0","0","0","0","0","0","1","0","1","1","1","1","1","1","2","2","1","2","1","2","2","3","0","2","0","1","0",NULL,"1","0","0","0","0","0","0","0","1","0","1","1","1","1","4","3","2","1","1",NULL,NULL,"4","3","2","1","2","4","2","3","2","0","2","3","2","3","1","3","2","3","2","3","2"
"1024","m","1","0","0","1","0","1","0","0","1","0","1",NULL,"1","0","0","0","1","1","0","0","0","0","0","1","1","1","0","0","0","1","2","0","2","1","1","1","0","1","1","3","4",NULL,"1","0","0","0","1","1","0","0","0","0","0","1","1","1","0","0","0","1","4","3","1","2","3","2","3","2","2","4","1","0","3","1","2","3","1","0","2","3","2","3","2","3","2","3","2","3"
"1025","f","1","1","1","1","0","1","0","1","1","1","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","2","2","1","4","3","1","4","1","3","1","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1032","f","0","1","0","1","0",NULL,NULL,"1","1",NULL,"1","1",NULL,"0","0",NULL,"1",NULL,NULL,"1",NULL,NULL,NULL,"1","0",NULL,NULL,NULL,NULL,NULL,"0","2","2","2","0",NULL,NULL,"2","1",NULL,"2","2",NULL,"0","0",NULL,"1",NULL,NULL,"1",NULL,NULL,NULL,"1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2","2",NULL,NULL,"2",NULL,NULL,NULL,"2",NULL,NULL,NULL,NULL,"2","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1033","f","1","1","0","1","1","0","0","1","1","0","1",NULL,"1","1","1","1","1","1","0","0","1","0","1","1","1","0",NULL,"0","0","0","2","1","2","2","4","0","4","1","1","0","2",NULL,"1","1","1","1","1","1","0","0","1","0","1","1","1","0",NULL,"0","0","0","3","3","1","1","2","3","2","2","3","2","2","0","3","2","2","3","2","2","1","2",NULL,NULL,"2","3","2","3","1","3"
"1035","f","1","1","1","1","1","0","0","0","1","0","1","1","0","0","0",NULL,"0","1","1","0","0","1",NULL,"1","1",NULL,NULL,"1",NULL,NULL,"1","1","4","1","4","2","1","1","1","1","4","1","0","0","0",NULL,"0","1","1","0","0","1",NULL,"1","1",NULL,NULL,"1",NULL,NULL,"2","2","4","4","1",NULL,NULL,"2","4","3","1","1","1","3",NULL,NULL,"1","4",NULL,NULL,NULL,NULL,"2","3",NULL,NULL,NULL,NULL
"1039","f",NULL,"1","1",NULL,NULL,NULL,"1",NULL,"1",NULL,"0","1","1",NULL,NULL,NULL,NULL,"0","0","0","1",NULL,NULL,"1","1","0",NULL,"0",NULL,NULL,NULL,"4","4",NULL,NULL,NULL,"4",NULL,"4",NULL,"4","4","1",NULL,NULL,NULL,NULL,"0","0","0","1",NULL,NULL,"1","1","0",NULL,"0",NULL,NULL,"1","1","4",NULL,NULL,NULL,NULL,NULL,"4","3","4","4","4",NULL,NULL,NULL,"4","4","1","3",NULL,NULL,"0","0",NULL,NULL,NULL,NULL
"1040","f","1","1","1","0","1","1","0","1","1","0","1","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4","2","2","2","2","3","0","2","2","4","4","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1041","f","0","1","0","1","0","0","1","0","1","0","1","0","1","1","0","0","1","1","0","0","1","0","0","1","1","0","0","0","0","0","0","1","4","4","4","1","4","1","1","4","4","0","1","1","0","0","1","1","0","0","1","0","0","1","1","0","0","0","0","0","4","3","2","1","4","1","1","2","1","1","4","0","3","0","3","2","4","2","1","3","3","2","4","3","1","3","1","3"
"1042","f","0","1","0","1","0","1","1","1","1","1","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","1","1","1","1","3","1","1","1","3","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1043","m","1","0","0","0","0","0","0","0","1","1","0","0","1","0","1","0","1","1","0","1","0","0","0","1","1","0","0","1","1","0","1","0","4","4","4","0","3","0","0","4","4","0","1","0","1","0","1","1","0","1","0","0","0","1","1","0","0","1","1","0","4","3","2","0","1","2","3","4","3","1","2","2","4","0","1","2","1","4","1","1","2","3","1","1","2","3","1","4"
"1044","f","1","1","1","1","0","1","1","1","1","1","1","1","0","1",NULL,NULL,"0","0",NULL,"1","1","0","0","1","1",NULL,"0","0","0",NULL,"1","2","4","1","4","3","4","2","4","4","4","2","0","1",NULL,NULL,"0","0",NULL,"1","1","0","0","1","1",NULL,"0","0","0",NULL,"1","3","2","2",NULL,NULL,NULL,"2","1","3",NULL,"3","2","3","3","2","2","2",NULL,NULL,"3","2","0","0","3","1",NULL,NULL
"1045","m","1","1","1","1","0","0","0","1","1","0","1","1","0","0","0","0","1","0","0","0","1","0","1","1","1","0","1","0","0","0","2","1","4","1","4","0","0","1","1","4","4","1","0","0","0","0","1","0","0","0","1","0","1","1","1","0","1","0","0","0","4","3","1","1","0","4","4","1","4","4","1","0","4","4","4","2","1","1","4","1","3","1","4","1","3","4","4","4"
"1046","f",NULL,"0","1","0",NULL,"1",NULL,NULL,NULL,"0","1","1","1","1","0","1","1","1","0","0","1","1","0","1","1","0","1","0","1","0",NULL,"2","1","2",NULL,"3",NULL,NULL,NULL,"0","1","2","1","1","0","1","1","1","0","0","1","1","0","1","1","0","1","0","1","0","4","3","2","4","1","3","1","4","3","2","2","0","1","3","4","2","2","0","3","2","2","1","3","1","3","1","3","1"
"1047","f","0","1","1","1","1","0","0","0","1",NULL,"0",NULL,"0","0","0",NULL,"1","0","0","0","0","1","0","0","1","0","0","0","1","1","2","1","4","2","4","4","2","4","3",NULL,"2",NULL,"0","0","0",NULL,"1","0","0","0","0","1","0","0","1","0","0","0","1","1","0","0","0","4","0",NULL,NULL,"4","1","3","4","0","2","4","2","3","0","4","1","3","0","0","1","3","1","3","1","4"
"1048","f","0","0","1","0","0","0","1","1","1","0","0","0","1",NULL,"1",NULL,"0","0","0","0","1","0","0","1","1","1","1","1",NULL,NULL,"2","2","2","1","2","2","4","1","1","1","4","0","1",NULL,"1",NULL,"0","0","0","0","1","0","0","1","1","1","1","1",NULL,NULL,"4","3","2",NULL,"2",NULL,NULL,"2","1","3","1","2","2","1","4","2","2","2","1","3","3","2","1","1",NULL,NULL,NULL,NULL
"1049","f","0","1","1","1","0","0","1","1","1","0","0","1",NULL,"1","0",NULL,"1",NULL,"1","0","1",NULL,"1","0","0","1",NULL,"0","0","0","1","4","4","1","4","0","2","4","4","0","4","3",NULL,"1","0",NULL,"1",NULL,"1","0","1",NULL,"1","0","0","1",NULL,"0","0","0",NULL,NULL,NULL,"2","2",NULL,NULL,"2",NULL,NULL,"2","3","3",NULL,"3","2","0","2","3","2",NULL,NULL,"3","2","3","2","3","2"
"1050","f","1","1","1","1","1","0","1","1","1","0","0","1","0","1","0","1","1","0","0","1","0","1","1","1","0","1","1","0","0","1","1","2","2","1","2","0","2","1","2","2","4","1","0","1","0","1","1","0","0","1","0","1","1","1","0","1","1","0","0","1","4","3","1","4","1","1","1","4","3","2","1","4","2","3","2","3","1","1","1","3","1","4","2","3","2","3","1","3"
"1052","m","1","1","1","1","0","1","1","0","1","0","0","1","0","1","1","1","0","0","0","0",NULL,"0",NULL,"1","1","0","1","1","0","1","2","1","2","2","4","3","4","4","2","1","2","1","0","1","1","1","0","0","0","0",NULL,"0",NULL,"1","1","0","1","1","0","1","3","3","1","1","2","3","1","4","3","2","2","0",NULL,"2",NULL,NULL,"1","1","4","2","3","1","3","1","1","1","3","2"
"1053","f","1","1","1","0","0","0","1","1","1","0","0","1","1","1","0","0","0","1","0","1","1","0","0","1","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","1","1","0","0","1","0","1","1","1","1","0","4","3","1","2","2","3","2","2","3","1","1","2","1","3","3","2","1","2","4","2","4","1","3","2","3","2","3","1"
"1054","f","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","1","2","2","2","2","3","2","2","2","4","4","2","1","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","3","3","2","2","2","3","2","2","3","2","2","2","2","2","3","2","2","2","3","2","3","2","3","2","3","2","3","2"
"1057","m","0","1","0","1",NULL,NULL,"0",NULL,"1","0","0","1",NULL,"1","0","0",NULL,NULL,NULL,"1",NULL,"0",NULL,"1","1",NULL,NULL,NULL,"0",NULL,"1","1","1","1",NULL,NULL,"0",NULL,"1","3","1","1",NULL,"1","0","0",NULL,NULL,NULL,"1",NULL,"0",NULL,"1","1",NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL,"2","2","3","1",NULL,NULL,NULL,NULL,"4",NULL,"4",NULL,NULL,"2","4",NULL,NULL,NULL,NULL,NULL,NULL,"3","4",NULL,NULL
"1058","f","1","1","1","1","1","1","1","0","1","0","1","0",NULL,"0",NULL,"0","1",NULL,"0","0","0","0","0","1","1","1","0","0","0","0","1","0","4","1","1","2","4","0","1","1","4","0",NULL,"0",NULL,"0","1",NULL,"0","0","0","0","0","1","1","1","0","0","0","0",NULL,NULL,NULL,"0",NULL,"1","3","2",NULL,NULL,"2","0","2","2","2","3","2","2","1","3","2","3","2","3","2","3","2","3"
"1059","f","0","1","1","1","0","1","0","0","1","0","0","0","1","1","0","1","1","1","0","1","0","0","1","1","1","0","0","0","0","0","1","1","1","1","2","3","2","1","1","0","1","0","1","1","0","1","1","1","0","1","0","0","1","1","1","0","0","0","0","0","1","3","1","1","0","1","3","2","3","1","2","1","0","2","3","1","1","2","1","3","0","0","0","0","3","1","0","0"
"1061","f","1","1","1","1","0","1","1","0","1","0","0","1","1","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","1","4","4","4","4","4","4","4","4","4","3","4","4","1","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","1","1","3","2","1","1","3","1","4","3","2","2","0","4","2","3","1","1","4","3","2","3","1","3","2","3","2","3","2"
"1062","f","0","1","1","1","0","0","1","1","1","1","1","1","0","1","0","0","0","1",NULL,"0",NULL,"0",NULL,"1","1","0","0","1",NULL,"0","0","2","2","2","2","2","2","2","2","2","2","2","0","1","0","0","0","1",NULL,"0",NULL,"0",NULL,"1","1","0","0","1",NULL,"0","3","3","2","1","0","4","2","2","3","2",NULL,"2",NULL,"2",NULL,NULL,"2","2","3","2","3","2","3","2",NULL,NULL,"3","2"
"1063","f","1","1","0","1","0","1","0","0","1","0","1","0","0","1","1",NULL,"1","0","1","0","0","0","0","1","1","1","0","1","0","0","1","1","1","1","1","2","3","4","1","0","4","0","0","1","1",NULL,"1","0","1","0","0","0","0","1","1","1","0","1","0","0","1","1","3","4","2",NULL,NULL,"2","2","3","1","0","4","0","2","3","1","2","2","3","1","0","2","3","2","3","1","3"
"1064","f","0","0","1","1","0","0","1","0","1","1","0","1","0","1","0","0","1","0","0","0","0","0",NULL,"1","1","0","1","0","0","0","0","1","1","1","1","2","1","1","1","1","1","1","0","1","0","0","1","0","0","0","0","0",NULL,"1","1","0","1","0","0","0","1","3","2","1","1","2","2","2","1","3","2","2","1","1",NULL,NULL,"2","2","2","2","1","2","2","1","2","2","1","1"
"1065","f","1","1","1","1","1","0","0","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","0","1","1","1","1","1","0","0","1","1","4","1","4","4","3","1","4","3","4","2","0","1","1","1","1","0","1","1","1","1","0","1","1","1","1","1","0","0","4","3","2","4","1","3","1","4","3","1","1","1","3","3","2","3","2","2","1","3","2","3","1","3","1","3","1","3"
"1066","m","1","1","0","1","0","1","1","0","1","0","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","2","3","1","4","3","4","3","4","0","1","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1067","f","1","1","1","1","1","0","1","0","1","0","1","1","0","0","1","1","1","0","1","1","1","1","1","0","1","1","1","0","0","0","1","1","2","2","4","3","2","1","2","4","4","2","0","0","1","1","1","0","1","1","1","1","1","0","1","1","1","0","0","0","3","1","2","0","2","2","2","2","1","3","2","3","0","3","2","3","0","2","1","3","3","1","2","1","3","2","1","3"
"1068","f","1","1","0","1","1","1","0","1","1","0","1","0","1","1",NULL,"0","1","1",NULL,"0","1","1","0","1","0","0","0","0","0",NULL,"2","1","2","2","2","3","0","2","2","3","2","3","1","1",NULL,"0","1","1",NULL,"0","1","1","0","1","0","0","0","0","0",NULL,"2","3","2","2",NULL,"2","2","2","3","2",NULL,"0","3","3","3","2","2","0","3","2","2","2","2","1","2","4",NULL,NULL
"1069","f","1","1","1","1","0","1","1","1","1","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","2","1","2","2","4","3","4","2","2","3","2","1","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","2","2","4","2","1","2","4","1","2","4","2","4","4","2","3","4","2","2","2","4","3","4","2","4","2","4","2","4"
"1072","f","0","0","0","0","0","1","0","0","1","0","1","1",NULL,"1",NULL,"1","0",NULL,"0","1","1","1",NULL,"1","0",NULL,"1","0","0","0","0","1","2","1","4","2","2","4","1","1","2","1",NULL,"1",NULL,"1","0",NULL,"0","1","1","1",NULL,"1","0",NULL,"1","0","0","0",NULL,NULL,NULL,"1",NULL,"1","1","4",NULL,NULL,"1","2","1","2",NULL,NULL,"1","1",NULL,NULL,"1","1","1","1","1","4","1","4"
"1075","f","0","1","1","1","0","1","1","1","1","1","0","1",NULL,"1","1",NULL,"1",NULL,"0","1","1","0",NULL,"0","1","0","1","1",NULL,NULL,"1","1","2","1","2","3","2","1","1","3","2","2",NULL,"1","1",NULL,"1",NULL,"0","1","1","0",NULL,"0","1","0","1","1",NULL,NULL,NULL,NULL,NULL,"1","1",NULL,NULL,"2",NULL,NULL,"2","3","3","3",NULL,NULL,"1","1","2","3","3","2","1","3",NULL,NULL,NULL,NULL
"1076","m","0","0","0","1","0","1",NULL,"0","1","0","1","0","0",NULL,"0","0","1","0","0","1",NULL,"0",NULL,"0","0",NULL,NULL,"1",NULL,NULL,"0","2","1","4","2","1",NULL,"2","0","0","1","0","0",NULL,"0","0","1","0","0","1",NULL,"0",NULL,"0","0",NULL,NULL,"1",NULL,NULL,"3","3","2",NULL,"0","0","0","2","4","3","0","4",NULL,"2",NULL,NULL,"0","4",NULL,NULL,NULL,NULL,"3","4",NULL,NULL,NULL,NULL
"1077","f","1","1","1","0","1","1","1","1","0","1","1","1","0","0","0",NULL,"1","0","1","0","1","0","0","0","1","0",NULL,"0","0","0","1","1","4","1","4","4","1","1","1","1","1","1","0","0","0",NULL,"1","0","1","0","1","0","0","0","1","0",NULL,"0","0","0","2","2","4","0","0",NULL,NULL,"2","2","3","1","0","4","2","2","3","2","2","3","2",NULL,NULL,"2","3","2","3","2","3"
"1079","f","1","1","1","1","0",NULL,"1",NULL,"1",NULL,"1","1","0","0","1",NULL,"1","0",NULL,"1","0","0",NULL,"1","1","0","1",NULL,NULL,NULL,"1","1","3","1","4",NULL,"4",NULL,"1",NULL,"4","1","0","0","1",NULL,"1","0",NULL,"1","0","0",NULL,"1","1","0","1",NULL,NULL,NULL,"4","3","1","1","1",NULL,NULL,"2","3","1",NULL,"1","0","2",NULL,NULL,"1","1","1","2","3","1",NULL,NULL,NULL,NULL,NULL,NULL
"1080","m","1","1","1","1","1","1","0","1","1","0","0","1","0","1",NULL,NULL,"1","0",NULL,"1",NULL,"0",NULL,"1","1","0","0","1",NULL,"1","1","1","1","1","1","0","0","1","1","1","1","1","0","1",NULL,NULL,"1","0",NULL,"1",NULL,"0",NULL,"1","1","0","0","1",NULL,"1","2","2","4","4",NULL,NULL,NULL,"4","1","3",NULL,"4",NULL,"4",NULL,NULL,"1","4","1","4","2","3","2","3",NULL,NULL,"1","4"
"1081","m","0","0","0","1","0","0","0","0","1",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","1","1","1","2","2","1","1","1",NULL,"2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1082","m","1","1","1","1","0","1","0","1","1","1","1","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2","1","4","1","4","3","4","1","1","3","2","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1085","f","1","1","1","1","1","0","1","1","1","1","1","1","0","1","0",NULL,"1","0","0","0","1","0",NULL,"0","1","0",NULL,"0","0","0","1","2","2","2","2","2","2","2","2","3","2","2","0","1","0",NULL,"1","0","0","0","1","0",NULL,"0","1","0",NULL,"0","0","0","4","3","2","2","1",NULL,NULL,"2","3","2","2","0","2","0",NULL,NULL,"0","2","3","2",NULL,NULL,"3","2","3","2","3","2"
"1086","m",NULL,NULL,NULL,"0",NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1088","f","1","1","1","1","0","1","0","0","1","0","0","1","0","1","0","1","0","0","0","1","1","0","1","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","0","0","0","1","1","0","1","0","1","1","1","0","1","1","4","3","1","1","1","3","1","1","3","1","1","1","2","0","3","1","0","2","3","1","3","1","3","1","3","1","3","1"
"1089","f","1","1","0","1","0","1","1","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0",NULL,"1","1","0","0",NULL,"0",NULL,"2","2","2","2","2","2","2","2","2","2","2","2","0","0","0","0","0","1","0","0","0","0",NULL,"1","1","0","0",NULL,"0",NULL,"2","3","2","1","1","0","0","0","3","1","0","2","0","1",NULL,NULL,"2","2","1","2","1","1",NULL,NULL,"0","0",NULL,NULL
"1090","m","1","1","1","1","0","0","1","0","1","0","1","1",NULL,"0",NULL,NULL,NULL,NULL,"0","0","1",NULL,NULL,"0",NULL,"0",NULL,NULL,NULL,NULL,"3","0","4","4","4","0","4","4","4","1","4","4",NULL,"0",NULL,NULL,NULL,NULL,"0","0","1",NULL,NULL,"0",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,NULL,NULL,NULL,NULL,NULL,"2","0","2",NULL,NULL,NULL,"0",NULL,"1","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1091","m","1","1","1","1","0","1","1","0","1","0","1","1","0","0","0","1","1","0",NULL,"0",NULL,"1",NULL,"0","0","0","1","0",NULL,"0","2","2","2","2","2","3","2","4","2","4","2","2","0","0","0","1","1","0",NULL,"0",NULL,"1",NULL,"0","0","0","1","0",NULL,"0","4","3","2","2","0","4","3","0","4","2",NULL,"3",NULL,"1",NULL,NULL,"0","2","3","2","3","2","4","1",NULL,NULL,"4","3"
"1092","m","1","1","1","1","1","0","1","1","1","1","0","1","0","1","1","1","1","0","1","0","1","1","1","1","1","1",NULL,"0","1","1","1","1","4","1","4","0","4","1","1","3","0","1","0","1","1","1","1","0","1","0","1","1","1","1","1","1",NULL,"0","1","1","4","3","1","1","2","1","2","2","4","2","2","2","1","3","4","2","1","2","1","3",NULL,NULL,"1","2","1","2","1","3"
"1093","f","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","0","1","1","0","0","1","0","0","0","0","0","1","1","1","0","4","3","1","1","4","3","4","1","1","3","3","1","0","1","0","0","1","1","0","0","1","0","0","0","0","0","1","1","1","0","0","0","0","1","1","2","2","1","1","3","1","1","3","0","0","0","0","0","1","3","2","3","2","3","1","4","1","1"
"1094","m","0","1","0","1","0","1","1","0","1","0","0","0","0","1","0","0","1","0","0","1","1","1","1","1","1","1","0","0","0","0","0","1","2","1","4","3","2","2","1","0","4","0","0","1","0","0","1","0","0","1","1","1","1","1","1","1","0","0","0","0","4","3","2","4","2","1","2","0","3","2","1","1","2","3","3","2","2","2","2","3","2","4","2","4","2","4","2","4"
"1282","m","1","1","1","1",NULL,NULL,NULL,"0",NULL,"0","1","1","0","0",NULL,NULL,NULL,"1","1","1","0",NULL,NULL,"0","1",NULL,NULL,NULL,NULL,NULL,"2","2","2","2",NULL,NULL,NULL,"2",NULL,"2","2","2","0","0",NULL,NULL,NULL,"1","1","1","0",NULL,NULL,"0","1",NULL,NULL,NULL,NULL,NULL,"4","3","1","4",NULL,NULL,NULL,NULL,"1","1","1","1","2",NULL,NULL,NULL,"0","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1283","f","1","1","1","1","0","1","0","0","1","0","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","4","1","1","1","1","0","1","1","3","1","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1284","m","0","1","0","1","0","1","1","0","1","1","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","4","4","4","4","3","4","4","4","3","4","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1285","m","0","1","0","1","0","0","0","0","0","0","1","1","0",NULL,NULL,"0","1","0","1","0","1","0",NULL,"0","1",NULL,"0",NULL,NULL,NULL,"3","1","1","1","1","1","0","1","1","1","1","1","0",NULL,NULL,"0","1","0","1","0","1","0",NULL,"0","1",NULL,"0",NULL,NULL,NULL,"4","3","2",NULL,NULL,"3","2","1","3","2","4","2","3","3",NULL,NULL,"0","1",NULL,NULL,"3","2",NULL,NULL,NULL,NULL,NULL,NULL
"1289","m","1","1","0","1","0","0","0","0","1","0","0","1","1","0","0","0","1","1","0","1","0","0","0","1","1","0","1","1","1","0","4","2","4","4","4","4","2","2","2","4","4","2","1","0","0","0","1","1","0","1","0","0","0","1","1","0","1","1","1","0","4","3","1","2","1","3","1","2","3","1","0","1","3","3","2","3","1","2","3","1","3","1","3","1","3","1","3","1"
